x,y,z
10.712,8.686,9.387
8.427,4.36,3.693
4.558,5.546,3.89
6.128,5.325,0.008
10.481,11.994,4.628
10.262,-1.946,4.001
4.636,5.751,2.952
11.432,-1.46,4.501
11.441,9.336,9.448
9.594,11.849,5.726
-1.602,7.132,9.593
0.356,6.295,-1.586
12.149,-0.345,7.896
5.878,2.9,11.241
5.878,2.993,11.918
6.927,2.987,10.363
3.484,4.037,4.456
9.193,10.508,9.086
0.223,5.792,-1.879
9.343,10.933,9.269
11.649,-0.916,7.204
5.258,5.428,1.102
7.147,2.238,10.743
7.709,5.205,4.236
3.654,4.306,4.186
5.16,5.65,1.571
10.915,11.522,4.552
11.526,9.967,6.44
4.541,5.285,2.142
6.346,3.225,10.995
0.652,5.579,-2.007
6.985,2.898,10.297
10.668,11.13,6.11
10.203,-1.81,3.424
9.92,12.085,5.804
9.529,11.815,5.618
-0.04,6.206,-1.778
9.486,13.114,3.868
4.602,5.686,2.8
4.836,5.805,2.535
10.217,11.769,6.125
11.031,10.135,6.197
7.105,2.389,10.974
9.884,12.633,3.711
5.147,5.207,4.793
4.473,4.36,4.316
11.42,-1.071,6.879
4.72,5.069,4.627
6.765,2.28,11.109
-1.102,6.268,10.224
11.617,-0.852,7.357
12.19,0.15,7.438
7.387,3.871,11.234
9.939,-1.799,3.654
11.872,-0.533,7.96
0.377,6.677,-1.935
5.012,4.444,5.009
1.677,5.981,-1.714
7.223,3.141,11.118
7.558,5.31,3.991
-0.258,6.295,-1.689
9.825,12.511,4.0
4.404,5.246,2.337
5.666,5.952,1.022
3.651,3.982,4.177
4.54,5.522,4.081
-1.628,7.205,10.231
-0.533,5.641,9.757
1.274,5.497,-2.082
10.69,8.634,8.788
11.869,11.219,3.651
7.125,2.415,10.766
-0.745,5.831,9.928
2.531,4.759,-1.728
4.695,5.212,1.79
5.712,5.693,0.452
11.011,10.766,6.334
11.329,-1.236,6.332
11.728,10.724,6.529
5.334,5.844,1.513
8.379,4.864,3.234
-0.855,6.019,9.516
11.792,-0.636,7.589
2.588,4.793,-1.763
10.9,9.159,9.236
9.748,12.958,3.904
11.386,11.246,3.878
9.717,12.423,3.906
10.92,9.303,9.075
4.542,4.783,4.88
-0.929,5.876,9.464
10.227,9.491,9.256
12.536,0.601,8.16
10.144,12.65,4.092
0.17,5.902,-1.718
7.264,2.435,10.766
3.611,4.032,4.901
11.503,-1.296,5.154
11.578,8.461,9.045
5.146,4.512,4.864
10.904,11.767,6.24
4.9,4.661,5.134
-1.326,6.392,9.667
0.388,6.68,-1.868
11.078,11.255,6.425
6.519,3.2,10.754
4.578,5.174,1.862
9.283,10.814,8.995
3.754,4.032,4.091
9.117,12.457,5.311
8.666,4.818,3.361
0.727,6.287,-1.666
9.422,4.639,3.266
7.41,2.423,10.521
10.964,9.684,9.072
-1.212,6.462,10.236
12.164,-0.117,6.795
4.862,5.448,4.205
11.581,11.269,3.725
0.926,6.192,-1.88
-1.328,6.444,9.56
7.283,2.236,10.467
3.751,4.228,4.471
10.078,8.597,8.619
10.623,11.314,6.215
6.012,2.83,11.25
-1.365,6.561,9.868
3.98,4.728,3.926
10.664,9.376,9.341
9.841,9.412,8.942
5.89,3.043,11.865
4.358,4.258,4.269
11.905,-0.883,6.213
10.538,8.703,9.084
11.183,11.293,6.49
5.587,3.278,11.9
11.834,-0.713,7.597
10.289,11.175,5.497
4.493,5.166,1.994
6.315,2.831,10.576
11.85,-0.664,7.571
7.512,3.704,11.059
11.124,8.615,9.051
9.59,12.768,3.881
5.882,3.187,12.022
9.517,12.927,5.537
11.754,-0.798,7.529
11.894,-0.554,6.105
0.049,6.107,-1.887
7.406,2.443,10.467
7.953,4.554,3.569
0.44,6.514,-2.039
8.526,4.763,3.458
9.606,4.631,3.255
-0.964,6.937,10.543
-1.663,7.812,9.546
10.963,-0.941,6.02
11.997,-0.411,7.582
6.923,2.637,10.769
11.347,8.229,9.16
3.447,4.136,4.335
-1.33,6.457,10.117
11.472,12.006,3.701
10.165,12.3,5.663
5.028,5.288,1.189
10.068,12.341,5.586
0.359,6.067,-1.922
10.339,8.735,8.918
8.773,4.908,3.509
5.277,4.427,4.688
11.257,10.82,6.428
8.127,4.612,3.711
-0.844,6.905,10.595
9.309,10.55,9.3
11.066,-1.004,5.518
10.587,11.465,4.182
7.488,3.801,11.067
7.824,5.282,4.073
4.157,5.121,4.476
7.766,5.246,4.193
10.736,11.951,3.675
10.502,-1.809,4.558
5.99,5.205,0.104
9.877,12.995,3.786
0.714,5.846,-1.848
12.518,0.331,8.709
10.179,9.371,9.197
9.161,12.972,5.44
7.731,4.965,3.641
5.728,3.092,12.13
10.797,10.839,6.176
4.229,4.306,5.072
-1.189,7.044,10.399
10.214,11.391,5.628
11.34,-0.8,6.137
1.77,6.017,-2.065
6.99,2.539,10.444
-1.803,7.357,9.798
4.051,4.796,4.971
10.383,11.049,5.603
10.997,11.56,4.346
0.476,6.559,-2.036
5.996,5.111,0.023
5.551,5.57,0.969
0.653,5.843,-1.88
9.894,9.637,9.365
10.34,9.511,9.199
4.199,4.449,4.001
7.915,4.852,3.567
9.557,12.966,3.887
10.947,10.713,6.241
10.338,8.948,9.299
-0.654,6.17,10.2
5.619,5.819,1.098
10.236,11.72,5.725
5.974,5.829,0.451
10.437,11.694,4.095
10.602,9.771,9.565
6.701,2.877,11.073
8.01,4.885,3.62
10.254,12.32,3.796
4.949,4.445,4.731
10.841,-0.923,5.602
-0.271,6.838,-1.638
5.347,5.002,0.566
7.442,4.949,3.965
0.411,6.058,-1.943
4.999,4.249,4.76
11.061,-1.106,5.365
10.565,10.896,5.185
10.648,-1.2,4.985
9.527,10.194,8.705
10.216,9.402,9.089
7.005,5.719,4.067
8.275,4.816,3.852
9.084,4.666,3.672
5.374,5.434,0.923
10.816,8.743,9.116
3.905,3.788,4.615
10.586,-1.606,4.778
10.263,12.356,3.785
10.408,12.336,3.812
0.424,6.052,-1.841
-0.816,6.089,9.483
10.04,9.884,9.134
9.684,8.964,8.656
-1.274,7.477,9.883
9.496,10.457,8.806
3.637,4.406,4.115
4.897,4.89,4.676
6.876,2.978,10.517
-1.257,7.015,10.137
0.454,5.991,-1.894
0.253,6.352,-1.556
10.275,11.469,5.847
9.016,5.031,3.817
7.758,4.866,3.685
5.956,5.962,0.637
5.095,5.012,0.883
7.278,5.537,4.14
8.303,4.99,3.676
10.492,-1.931,4.497
0.739,5.844,-1.858
-0.825,5.982,9.98
7.74,4.892,3.662
9.63,10.578,9.235
10.664,10.916,6.085
4.304,4.029,4.188
9.936,12.121,5.942
11.472,11.386,3.777
10.292,9.369,9.265
8.533,4.689,3.588
10.444,9.459,9.498
10.213,9.607,9.502
6.986,2.186,10.568
6.191,2.882,10.625
11.288,-0.792,6.051
-1.778,7.693,9.66
10.978,-0.956,6.059
10.543,-1.981,4.578
11.05,-0.957,5.621
10.894,12.089,4.037
7.035,2.494,10.435
10.59,11.726,3.957
7.857,5.0,4.121
-1.609,7.08,10.153
9.997,9.924,9.039
4.679,4.148,4.666
0.317,6.034,-1.871
9.821,13.019,3.909
4.971,5.313,1.281
-1.733,7.815,9.506
4.418,4.678,4.955
4.613,4.223,4.374
7.92,4.723,3.727
10.114,12.665,3.807
11.451,-0.844,5.199
11.475,11.398,3.754
3.905,4.337,4.397
11.284,-1.488,4.519
0.116,6.39,-1.8
6.531,4.92,-0.601
-1.09,7.419,10.058
7.935,5.215,4.216
10.686,11.708,3.762
-1.62,7.789,9.554
7.957,4.721,3.891
5.592,5.449,0.799
10.431,10.86,5.872
6.04,5.014,-0.032
10.741,11.385,4.256
6.367,3.346,10.893
11.14,10.481,6.065
2.329,4.794,-1.883
10.523,9.513,9.227
9.249,4.842,3.463
10.297,11.727,6.06
11.147,-1.369,5.051
5.98,5.235,0.114
11.858,10.493,6.801
6.437,2.718,10.849
5.975,5.074,-0.103
9.942,10.159,8.913
9.702,11.742,5.746
11.144,-0.936,5.676
10.821,9.808,9.605
7.709,4.901,3.623
-0.679,6.751,-1.407
7.209,2.926,10.743
6.013,3.446,11.294
11.167,-1.041,5.532
0.784,6.003,-1.814
10.023,10.355,9.281
-0.958,6.106,9.185
9.983,9.893,9.128
5.79,3.018,11.595
3.683,4.367,4.104
-1.086,6.34,8.843
7.321,3.432,10.84
6.063,3.533,10.788
-1.153,7.483,9.944
5.005,5.98,2.716
10.604,12.021,4.296
10.191,9.737,9.194
1.742,5.279,-1.78
0.673,6.267,-1.857
0.515,5.728,-1.979
11.364,-1.182,4.667
10.24,11.818,5.98
10.524,10.881,5.552
10.616,11.992,3.668
12.215,0.239,7.483
6.857,2.438,10.649
11.335,10.73,6.425
8.04,4.631,3.805
10.674,-1.944,5.023
6.291,2.855,11.209
9.442,12.767,3.924
5.642,5.289,0.542
10.677,-1.955,4.992
11.149,-1.264,6.382
10.044,-1.861,3.656
-1.208,6.816,10.068
-0.866,7.656,10.509
5.655,5.211,0.189
-0.101,6.794,-1.818
-1.019,7.325,10.447
11.333,8.554,8.861
3.654,3.9,4.729
-1.299,7.74,9.61
10.265,12.426,3.752
11.948,-0.755,6.149
3.628,4.228,4.294
5.998,3.513,10.72
10.437,10.881,5.912
10.148,12.338,5.772
0.405,6.145,-1.902
5.495,5.283,0.694
10.378,9.528,9.137
10.782,8.448,8.879
3.742,3.948,4.434
10.069,8.754,8.817
10.792,12.369,3.674
-0.684,5.731,8.96
4.334,4.458,5.138
10.775,11.799,3.625
-1.088,7.391,10.03
5.976,3.504,10.789
1.464,5.405,-1.778
9.445,13.448,3.922
10.753,10.563,5.933
10.311,-1.791,3.72
-1.4,7.068,9.48
5.362,4.882,5.192
10.065,-1.771,3.889
11.077,-1.381,4.907
7.35,3.838,10.925
7.078,5.719,4.042
4.789,4.671,5.026
9.506,9.721,8.949
10.64,11.806,3.817
6.656,3.273,10.84
5.132,5.701,1.821
2.27,5.372,-1.876
1.193,6.297,-2.13
7.547,5.131,3.936
10.062,9.782,9.465
11.213,11.587,3.934
8.936,4.519,3.434
5.01,5.162,1.078
10.597,11.215,5.974
2.428,5.095,-1.863
-1.243,7.103,10.484
4.628,5.581,2.405
11.557,-0.665,7.44
6.363,3.091,11.189
5.513,3.269,11.39
7.247,3.53,11.005
3.946,4.528,4.192
10.171,9.944,8.849
10.752,12.87,3.471
-1.423,6.979,10.111
5.493,5.689,0.976
-0.745,5.85,9.102
1.19,5.319,-1.872
10.796,11.745,3.807
-0.953,7.709,10.575
10.727,-1.621,5.263
11.44,-0.502,6.447
11.046,10.364,6.202
6.297,3.475,11.366
0.108,6.128,-1.587
4.756,4.764,4.996
5.454,5.939,1.604
10.334,12.551,3.616
3.74,4.786,4.058
5.574,5.868,1.122
11.146,10.961,6.051
1.162,5.197,-1.775
5.491,5.746,0.622
11.378,8.344,9.097
10.428,9.147,9.021
9.197,5.084,3.426
6.944,5.178,3.641
11.412,10.414,6.519
10.729,-1.651,3.849
6.24,3.546,11.357
-1.493,6.788,9.55
11.206,-1.059,5.515
7.31,5.233,3.677
5.996,3.512,11.041
11.786,11.078,3.81
11.825,-0.488,7.394
4.429,4.914,4.673
4.003,3.885,4.393
11.922,9.854,6.827
9.312,12.986,5.477
10.782,-1.247,4.697
10.246,11.939,6.094
6.298,5.5,3.508
4.888,4.449,5.33
5.355,3.399,11.468
10.834,9.429,9.758
-1.578,7.728,9.676
-0.921,7.071,10.289
4.612,5.127,4.75
11.328,8.385,9.24
8.291,5.28,3.91
11.323,8.419,9.256
11.38,-1.13,6.316
4.847,5.875,2.946
7.314,3.149,10.478
9.76,10.199,9.538
5.693,3.524,11.157
10.268,11.133,6.091
7.533,3.659,10.945
10.084,10.933,5.842
-0.034,6.055,-1.727
10.935,11.761,3.674
6.121,3.241,10.955
9.746,10.36,9.55
10.259,10.136,9.695
-1.32,7.279,9.503
-0.35,6.632,-1.715
10.674,-1.596,4.249
4.463,5.354,4.335
10.1,12.392,3.867
7.954,4.79,3.333
9.836,12.928,3.905
5.717,3.52,11.223
10.458,8.848,9.175
-1.182,6.73,9.535
0.555,6.4,-1.566
11.876,-0.523,6.099
8.265,5.277,3.924
7.222,4.393,11.275
11.004,-0.949,6.012
10.059,8.783,8.709
10.556,11.522,3.981
10.262,-1.818,3.8
10.598,11.169,6.011
10.543,11.237,5.524
8.564,5.27,3.927
-1.692,7.695,9.612
10.859,11.981,4.035
11.345,-0.792,6.103
11.674,-0.874,7.327
11.443,-0.917,5.816
8.912,5.043,3.691
11.269,11.68,3.522
1.191,5.158,-2.006
11.827,-0.613,6.661
0.397,5.969,-1.92
4.196,4.862,3.835
10.464,12.957,3.718
6.031,5.876,0.495
1.457,5.787,-2.225
5.047,5.257,4.567
-1.3,7.139,9.426
5.591,5.265,0.615
5.615,5.906,1.147
11.146,11.265,4.663
4.994,5.531,1.677
10.162,10.888,5.559
3.946,4.254,4.264
5.124,4.822,4.725
4.259,4.976,5.001
7.324,3.079,10.633
4.837,5.816,2.678
7.468,2.664,10.678
6.076,3.567,11.621
9.807,10.468,9.506
4.811,5.677,2.301
-1.009,7.746,10.54
10.838,8.715,9.3
-1.636,7.657,9.503
5.76,3.457,11.291
4.341,4.268,3.86
4.994,5.799,2.123
6.906,3.482,10.849
10.621,11.057,6.246
6.014,4.968,-0.288
0.049,6.151,-1.836
7.176,2.29,10.242
11.13,11.126,6.413
6.825,3.545,10.987
5.862,3.587,11.258
-1.373,6.925,10.037
1.765,5.121,-2.029
11.38,10.706,6.561
6.503,3.47,11.606
9.575,12.904,3.84
12.287,0.122,8.643
12.72,0.936,8.947
5.571,3.153,12.017
6.235,2.823,10.927
-1.275,7.031,10.521
-1.323,6.421,9.294
8.938,4.575,3.325
9.645,10.219,9.371
4.573,4.098,5.241
11.447,-1.441,4.565
8.889,4.342,3.421
1.711,6.049,-2.12
4.306,4.645,5.015
10.523,11.843,4.651
-0.344,5.616,9.994
6.592,5.048,-0.465
8.298,5.329,3.97
10.205,11.827,5.761
9.753,10.542,9.507
9.808,12.666,5.65
10.724,12.362,3.608
9.684,12.689,3.989
9.653,12.788,5.673
10.508,10.037,9.714
4.84,5.22,1.478
4.397,4.035,4.391
-0.912,6.361,9.981
10.379,-2.052,4.28
10.0,11.452,5.718
2.013,5.572,-1.93
10.453,8.535,8.783
11.579,-1.301,5.039
-1.068,6.688,10.407
5.637,3.301,11.574
-0.584,5.88,10.142
2.554,4.911,-1.623
11.594,11.3,3.698
-0.582,6.207,10.629
11.14,11.206,6.49
9.708,11.853,5.458
12.541,-0.176,7.961
4.874,5.594,2.07
1.203,5.858,-2.19
11.244,-1.355,4.205
6.056,3.539,11.428
7.299,2.561,10.4
9.844,10.458,9.549
8.824,4.442,3.547
0.432,5.87,-1.932
5.486,5.565,0.916
9.074,4.458,3.408
7.227,5.526,3.771
4.262,5.038,4.867
4.484,4.215,3.921
4.986,5.407,1.309
11.394,11.031,6.47
6.054,3.5,11.725
9.148,4.484,3.719
12.342,-0.365,7.756
11.406,-1.076,6.864
9.321,4.952,3.376
6.615,5.318,3.536
1.605,5.043,-1.945
9.15,12.395,5.298
12.418,0.094,8.398
5.964,5.356,-0.029
12.089,0.266,8.269
-0.825,5.927,9.379
4.81,4.895,5.192
5.617,5.091,0.382
12.497,-0.275,7.74
10.802,8.296,8.758
11.999,11.401,3.543
7.987,4.987,4.358
-0.811,6.57,10.333
7.454,2.68,10.661
10.392,-1.568,4.426
4.818,5.109,2.018
7.043,2.518,10.406
6.127,3.448,10.98
4.656,5.567,4.193
4.744,5.808,2.936
9.602,12.606,3.886
10.136,11.399,5.53
5.463,5.616,1.27
6.117,5.603,-0.053
-0.203,6.42,-1.75
11.583,-1.302,5.069
10.334,9.878,9.563
4.634,5.579,4.499
8.384,5.391,3.678
2.424,5.525,-1.963
10.597,11.22,6.215
5.19,5.352,1.13
-0.807,6.627,10.345
0.547,6.114,-1.806
11.13,-0.823,5.826
7.353,2.979,10.314
7.045,2.556,10.401
7.305,5.528,3.869
4.453,5.509,4.08
4.282,3.761,3.883
10.081,12.248,3.858
10.401,-1.642,3.837
5.184,5.524,1.476
9.18,13.117,5.199
0.464,6.13,-1.734
10.244,13.134,3.853
9.836,10.284,9.331
0.527,6.237,-1.969
7.856,5.42,3.805
-1.467,7.119,9.988
-0.942,6.986,10.301
7.136,2.364,10.609
10.924,-1.243,5.976
3.961,4.162,4.142
7.036,2.554,10.417
-1.479,6.747,9.56
4.266,5.051,4.403
5.479,5.671,1.4
10.537,-1.622,4.783
-0.988,7.802,10.48
5.308,5.53,1.403
-1.754,7.643,9.442
1.002,5.639,-1.776
9.177,13.054,5.34
10.67,9.495,9.524
4.083,4.153,3.749
8.604,4.933,3.38
9.66,-1.781,3.2
10.282,8.979,9.34
9.493,12.852,3.885
-0.606,5.894,9.745
9.829,12.57,5.784
1.898,5.297,-1.935
10.084,12.515,3.995
-0.773,6.176,9.564
-1.655,6.987,9.982
9.669,9.772,9.247
5.041,5.66,1.846
4.45,4.36,4.324
8.598,5.307,3.575
7.763,5.399,3.872
5.535,5.405,0.712
0.86,6.137,-1.945
6.141,3.261,11.417
10.659,9.505,9.527
1.841,5.981,-1.786
10.984,-1.166,5.051
0.332,5.941,-1.934
4.707,4.789,5.079
10.808,11.639,3.695
10.353,9.956,9.55
4.709,4.68,4.557
10.882,11.379,6.402
9.319,12.603,5.452
9.677,10.404,9.405
9.839,12.19,5.575
10.426,12.618,3.707
11.298,9.281,8.968
-1.091,6.935,9.784
-1.486,6.892,10.417
7.393,3.109,10.638
7.085,3.746,11.438
5.189,5.516,1.486
-1.447,7.38,10.132
-0.866,6.677,10.151
4.613,5.476,3.816
0.242,6.27,-1.781
9.668,11.915,5.482
10.366,12.492,3.639
11.04,12.65,3.418
10.084,11.306,5.575
9.609,12.618,3.857
6.095,5.439,0.159
-1.647,7.799,9.464
0.509,5.675,-1.877
10.474,13.041,3.686
6.074,5.308,0.149
9.207,4.331,3.483
7.394,3.099,10.666
5.03,4.972,4.917
10.859,10.454,6.104
7.582,5.31,4.244
8.563,5.448,3.71
4.761,5.347,4.139
6.096,5.356,0.138
4.947,5.656,2.035
11.621,-0.745,6.518
7.234,5.485,4.119
11.109,11.186,6.362
11.758,-0.796,7.51
8.003,5.437,3.766
12.286,0.023,7.231
4.085,5.104,4.521
-1.248,6.609,9.174
10.118,12.023,3.8
11.783,-0.89,6.793
-1.092,7.413,10.05
8.004,5.025,4.173
11.635,10.517,6.471
10.545,11.958,4.009
10.638,12.438,3.419
6.503,2.875,10.615
8.322,5.132,3.725
0.931,5.917,-2.04
1.248,5.903,-1.79
7.486,5.097,4.128
4.634,5.227,4.478
10.219,12.835,4.081
9.81,12.901,3.724
6.698,3.455,10.334
8.288,5.472,3.781
5.422,5.688,1.217
-0.728,5.864,9.334
4.627,5.7,3.54
1.293,6.004,-1.826
2.268,5.717,-1.983
9.786,12.3,3.834
-0.87,6.128,9.456
8.561,5.334,3.747
5.808,6.116,0.991
10.978,-1.231,4.302
9.495,9.214,8.742
4.158,4.881,4.306
11.351,-1.2,6.332
10.098,12.998,3.661
9.94,11.354,4.94
-0.672,6.023,9.718
9.568,9.08,8.71
11.173,-0.795,5.525
10.823,-1.675,5.45
9.967,11.574,5.929
10.18,-1.822,4.122
7.514,3.689,11.004
8.962,5.019,3.691
4.725,5.021,4.546
4.882,5.498,4.236
10.204,10.14,9.292
10.139,11.117,5.366
12.03,0.17,7.533
10.09,9.865,9.163
7.203,2.52,10.411
4.768,5.723,2.82
9.998,9.717,9.401
4.491,3.968,5.064
7.45,3.25,10.856
10.933,10.312,5.938
8.035,5.697,3.88
-0.787,5.928,9.934
9.91,10.142,9.542
10.548,9.949,8.974
-0.687,7.088,10.698
6.873,3.2,10.678
11.503,-0.884,6.114
-1.349,7.502,9.454
10.032,11.349,5.585
1.43,6.042,-1.915
1.062,5.874,-2.073
9.257,10.551,9.272
11.087,11.785,3.628
0.915,5.655,-1.84
11.098,10.747,6.183
2.55,5.002,-1.841
7.463,3.025,10.67
10.772,11.984,4.427
10.997,-0.983,6.032
9.724,10.532,9.491
7.389,2.721,10.414
6.054,2.83,11.145
4.25,4.959,3.773
9.394,10.816,9.326
10.408,9.021,9.357
11.249,9.93,6.156
-0.916,7.235,10.493
7.064,2.38,10.958
7.373,2.612,10.382
10.405,-2.08,4.216
11.025,-1.425,4.446
5.661,5.805,0.681
4.425,5.478,4.158
0.121,6.765,-1.688
10.369,12.545,3.569
9.562,12.035,5.71
9.875,9.658,9.301
1.07,6.487,-2.154
7.441,3.421,10.733
10.545,11.976,4.334
5.525,5.49,0.866
4.513,4.003,5.14
8.587,5.408,3.696
9.659,11.692,5.627
11.573,-0.726,7.421
11.091,11.335,4.23
1.506,5.313,-1.777
11.469,-1.117,5.139
8.632,5.384,3.677
10.451,12.569,3.558
5.481,5.462,0.952
1.924,5.072,-1.542
0.777,5.846,-1.858
5.033,5.418,4.328
-0.966,7.113,10.361
-0.071,6.668,-1.804
8.336,5.054,3.574
5.028,5.902,2.579
11.179,11.098,6.381
9.577,12.009,5.701
11.008,11.903,3.755
11.24,11.439,3.825
10.695,10.91,5.868
1.113,6.022,-1.763
7.288,2.425,10.517
10.442,11.07,5.942
1.419,5.599,-1.996
4.826,5.765,3.068
-0.932,6.405,9.969
6.035,5.958,0.435
12.517,-0.001,8.295
9.691,13.114,3.866
6.147,3.058,12.134
-0.404,5.677,10.036
3.441,3.881,4.965
9.896,12.747,3.8
11.377,11.383,3.667
-0.035,6.419,-1.876
6.291,4.683,-0.581
10.418,10.774,5.608
1.617,5.344,-2.165
9.483,12.14,5.489
10.968,9.705,9.033
10.261,-1.912,4.002
9.4,4.41,3.394
9.569,9.514,8.731
10.648,11.398,6.126
4.145,4.626,3.845
-1.23,7.096,10.083
-1.761,7.617,9.737
11.914,-0.395,7.933
7.327,2.606,10.325
6.225,3.385,11.908
9.26,11.164,9.444
3.326,3.562,5.176
10.245,8.876,8.736
11.5,11.9,3.411
11.083,10.524,6.355
5.936,4.686,-0.346
9.302,10.921,9.241
0.955,5.619,-2.079
6.036,3.304,11.367
11.016,9.707,9.079
6.015,2.736,11.146
9.423,4.391,3.395
-0.108,6.918,-1.778
11.173,11.105,6.489
11.677,-1.039,5.438
-1.53,7.199,10.132
8.465,4.844,4.15
12.376,0.095,8.416
10.867,-1.317,5.559
6.077,3.082,12.185
10.763,12.848,3.451
3.357,3.673,5.116
2.441,5.171,-1.773
11.56,11.785,3.49
11.38,-1.49,4.445
6.342,4.687,-0.61
4.724,5.77,2.926
1.277,5.221,-1.999
10.004,-1.91,3.757
11.672,9.18,9.03
6.372,5.523,3.507
9.569,4.409,3.271
10.857,-0.899,5.68
11.188,11.251,6.492
6.062,5.65,0.099
-1.529,7.195,10.329
4.414,5.005,4.306
11.968,11.814,3.258
9.072,11.326,9.394
-0.945,6.852,10.812
6.141,3.229,11.179
12.486,0.024,8.323
10.098,11.043,5.75
10.268,10.363,9.392
9.231,12.43,5.258
11.208,11.173,6.492
1.75,5.915,-2.12
6.387,4.793,-0.577
0.952,6.196,-2.082
12.24,0.11,8.661
7.33,5.54,3.885
11.851,11.767,3.471
5.877,3.443,11.012
6.343,3.118,11.969
7.252,2.476,10.831
9.516,4.325,3.304
11.086,8.273,8.9
11.43,11.015,6.35
-1.055,7.542,10.147
11.494,11.74,3.409
-1.284,6.307,9.489
3.335,3.572,5.168
7.568,5.01,3.886
12.278,-0.472,7.564
10.424,9.511,9.153
11.541,9.221,8.918
0.302,6.258,-2.01
9.551,4.483,3.215
10.625,11.728,4.631
5.974,3.055,12.178
0.696,5.811,-1.802
11.736,11.329,3.688
1.557,5.289,-2.033
11.538,11.373,3.671
10.462,11.534,4.877
3.7,3.884,5.202
2.395,4.649,-1.735
3.445,3.993,4.901
2.625,4.924,-1.493
0.391,5.986,-1.932
6.152,5.474,0.286
10.949,11.506,6.451
-0.742,6.141,10.227
11.106,11.237,6.46
4.751,5.234,4.179
6.312,4.682,-0.598
11.847,-0.947,5.81
9.44,4.307,3.355
10.025,12.368,5.811
1.526,5.13,-1.93
9.42,12.894,5.488
11.578,9.178,8.956
10.494,-1.654,3.772
-1.033,6.085,9.765
8.301,4.758,4.128
1.184,5.546,-2.103
-0.271,6.39,-1.699
9.351,4.449,3.509
11.603,9.216,9.057
6.13,3.068,12.119
4.792,5.708,2.916
1.234,5.514,-2.147
4.317,4.122,4.406
3.819,4.126,5.249
10.945,-1.457,4.436
11.328,11.105,6.569
11.683,-0.809,5.427
9.308,4.277,3.465
-0.954,7.582,10.396
1.16,5.596,-2.07
7.141,5.465,3.789
12.049,-0.386,8.246
6.919,2.938,10.591
11.088,9.721,9.085
-1.247,6.6,9.084
11.269,11.615,4.015
5.264,5.632,1.819
9.458,4.352,3.36
9.673,12.722,5.662
9.317,4.408,3.457
4.731,4.954,4.536
11.246,11.272,6.502
9.52,12.123,5.611
-0.888,6.208,10.161
2.253,5.097,-1.827
3.375,3.628,5.122
1.486,6.245,-2.069
3.836,3.749,5.135
3.9,4.641,4.096
10.978,11.441,6.453
5.621,5.742,0.59
-0.954,6.239,9.849
10.757,8.819,8.981
11.594,11.049,6.549
8.201,4.498,3.94
10.987,11.513,3.723
2.244,5.503,-1.697
12.016,-0.628,7.401
2.147,5.326,-1.536
-0.577,5.658,9.632
-1.545,6.665,9.993
3.456,3.974,4.9
10.84,10.602,6.036
11.543,9.236,8.928
1.09,6.092,-2.122
6.379,4.707,-0.618
4.758,5.404,4.052
9.122,4.426,3.604
6.972,2.312,10.383
11.507,9.235,8.873
7.949,5.293,3.855
11.03,9.769,9.118
-1.014,6.621,9.034
9.182,4.252,3.583
6.5,3.329,10.726
6.324,3.123,11.979
2.464,4.793,-1.474
11.218,10.706,6.435
10.71,8.8,8.921
11.127,9.683,9.079
12.005,-0.793,6.476
12.593,0.307,8.651
10.269,-1.789,3.587
6.167,3.088,12.173
4.672,5.427,4.473
0.413,5.936,-1.926
1.83,5.952,-1.812
11.868,11.433,3.652
9.711,12.257,3.978
6.358,3.177,12.031
8.349,4.59,3.71
3.345,3.581,5.168
11.729,-1.02,5.423
1.994,5.178,-2.041
10.714,11.401,4.718
1.21,5.51,-2.117
10.55,10.751,5.913
-1.557,6.893,10.144
-0.255,6.894,-1.588
5.825,3.01,12.117
9.926,9.653,9.338
9.232,4.286,3.501
-1.111,6.476,9.036
12.521,-0.21,7.925
-1.491,7.38,9.766
1.016,5.355,-1.972
-1.361,6.428,9.399
12.614,0.177,8.488
4.195,4.868,3.755
-0.99,6.469,10.451
10.594,-1.703,3.908
11.647,11.326,3.604
-0.989,6.27,9.176
3.814,3.833,5.318
4.309,4.364,3.759
11.984,-0.577,7.943
9.692,-1.781,3.226
1.26,5.25,-2.0
1.616,5.746,-1.45
12.45,0.517,8.133
7.232,2.719,10.251
11.301,10.79,6.442
10.715,-1.851,4.883
-1.093,7.771,10.399
10.183,-1.779,3.389
12.586,0.817,8.539
9.153,13.151,5.396
6.784,2.272,11.086
-0.548,5.674,9.745
3.679,4.074,5.199
7.056,2.882,10.951
12.322,11.746,3.257
7.207,4.395,11.277
5.568,4.715,0.084
9.547,12.642,5.458
-0.155,6.192,-1.679
9.756,10.425,9.155
11.774,8.902,9.362
2.543,4.966,-1.816
9.058,4.801,3.364
9.764,10.116,9.423
11.797,10.696,6.758
6.082,5.612,0.262
-0.801,6.694,10.805
6.308,5.543,3.586
12.613,0.803,9.026
4.842,5.358,4.102
6.075,2.834,11.935
9.602,12.477,4.139
3.482,3.993,4.751
12.535,0.55,8.295
12.303,11.744,3.245
9.205,10.373,9.032
5.61,4.927,0.382
9.708,12.967,3.91
0.483,5.578,-1.799
5.871,3.485,10.989
11.723,9.01,9.43
2.035,5.3,-1.793
8.585,4.939,3.663
6.018,3.425,10.779
