x,y
-5.269,9.093
3.732,7.555
12.044,-1.997
15.081,9.698
-1.477,5.206
-4.206,7.872
11.081,11.581
5.218,5.724
5.138,5.338
11.825,-3.692
11.51,-2.783
5.49,-1.226
-1.589,5.059
-5.016,8.812
-4.404,7.581
8.181,5.798
11.983,-1.981
-4.447,7.481
11.8,-2.629
-0.926,4.739
8.842,5.796
12.844,-0.969
-5.106,8.986
-0.772,4.615
11.199,13.58
8.897,14.746
15.596,11.675
11.781,11.261
15.559,11.121
14.785,11.229
-1.568,4.967
9.989,14.801
5.023,5.428
10.753,-4.131
4.018,7.794
-5.705,9.275
-1.513,5.013
5.813,-1.278
-1.499,4.976
-1.623,3.179
3.99,5.201
9.071,14.943
11.929,-2.699
4.622,5.828
9.453,5.562
8.173,5.609
3.99,5.15
14.274,8.673
3.978,7.708
-5.1,7.295
-1.493,4.97
9.775,12.796
15.706,11.003
-0.934,3.37
4.416,8.188
-1.071,4.817
6.727,-1.286
-4.497,8.107
15.277,10.203
12.061,14.751
12.042,-1.998
15.514,8.977
11.552,-2.901
-6.05,8.946
10.218,11.644
10.557,4.693
6.466,-0.538
9.992,14.885
9.096,5.933
5.508,5.773
8.153,5.843
5.789,-1.554
4.917,5.664
11.488,10.72
4.842,5.273
4.62,8.705
-5.115,8.002
4.396,7.702
12.411,-1.552
15.484,9.03
5.819,-0.259
9.435,14.156
5.072,5.411
5.083,4.253
11.395,14.839
14.583,8.587
6.279,9.071
11.911,14.53
-1.126,3.296
-1.04,5.68
15.739,9.954
9.779,14.502
10.371,4.833
12.175,10.138
10.942,10.572
10.326,12.081
-6.005,7.953
13.854,10.142
12.96,-1.082
4.504,8.613
5.972,-0.788
12.968,-1.74
5.078,5.309
-1.37,4.95
11.703,14.766
9.377,12.633
6.045,9.196
-4.32,8.647
-1.072,2.463
10.696,14.191
14.695,8.342
5.946,9.273
10.466,4.726
14.511,0.402
11.598,10.32
11.536,12.102
-6.252,8.027
-0.627,4.133
14.325,-0.232
7.857,-0.38
6.244,-0.325
-4.437,8.087
5.338,5.136
11.707,10.156
11.624,15.212
12.698,-2.268
6.354,9.363
12.265,-1.397
-1.094,2.376
9.278,14.708
15.071,8.611
9.848,4.682
10.306,4.748
12.963,-1.739
10.712,11.09
-0.975,3.178
-5.407,8.407
11.931,10.27
-5.164,8.841
10.566,14.263
14.806,9.568
7.438,-0.731
6.022,-0.494
14.341,11.004
11.521,14.843
9.757,14.409
5.632,-0.802
10.814,11.284
-1.139,2.536
15.696,11.405
6.302,9.368
4.124,4.836
6.779,9.206
13.414,-0.678
5.755,8.773
12.332,-2.334
15.395,9.503
-4.206,7.787
10.027,5.02
-5.745,7.681
-1.192,2.535
-0.439,3.007
6.611,8.911
10.111,12.714
12.255,15.214
9.947,12.551
9.742,5.538
10.007,-4.436
5.447,-0.667
6.219,8.782
-1.075,2.802
11.558,-3.474
5.067,5.342
10.024,15.248
10.045,4.923
14.344,9.261
-5.674,8.592
4.578,6.346
13.619,-1.16
11.027,13.228
11.614,14.727
14.052,8.47
6.3,9.236
8.607,12.918
5.242,8.119
-4.602,8.028
11.61,14.678
10.455,-3.778
14.369,8.441
-0.571,2.871
10.292,5.14
-6.08,7.083
-6.076,8.676
11.754,-3.137
3.996,4.899
15.511,9.562
13.032,-0.397
5.176,9.266
6.618,9.334
4.41,8.617
11.667,15.231
9.611,12.769
14.176,0.125
5.05,5.425
11.182,10.876
6.414,-0.016
14.151,-0.554
6.882,-0.49
6.014,-0.417
8.54,13.216
14.398,9.118
9.783,14.82
-5.607,8.976
-4.642,7.877
13.671,-1.079
4.01,7.969
5.088,5.335
15.284,10.751
10.246,5.211
9.222,13.032
5.067,-0.834
-5.028,9.323
11.709,10.46
8.195,5.6
15.159,9.161
5.364,9.135
11.487,10.37
4.557,7.943
12.268,14.615
-5.26,8.526
5.886,-0.907
11.084,10.761
6.328,9.273
5.166,4.542
10.573,5.398
11.035,-2.727
-1.033,2.531
9.502,5.8
6.391,9.289
11.822,14.222
6.248,8.976
-0.521,4.454
11.171,10.84
14.316,8.154
11.352,10.408
11.174,11.694
14.476,-0.091
10.549,15.195
9.922,5.124
-1.192,5.717
5.952,-0.712
-5.058,9.074
11.838,10.353
3.772,6.6
13.541,0.436
10.727,12.196
4.245,4.524
15.126,9.265
11.127,14.984
3.682,7.268
5.121,5.369
6.38,9.386
12.337,-1.701
9.736,14.075
-5.909,8.191
10.76,-4.165
11.757,10.478
6.318,-1.679
-0.887,2.638
-5.532,7.105
5.123,5.309
10.028,13.125
-1.047,2.497
4.26,7.668
10.668,4.876
14.216,10.899
15.077,8.563
11.804,-3.635
-5.662,8.568
13.992,9.881
14.033,-0.115
12.441,-2.215
-5.583,8.939
10.642,12.392
6.802,9.113
10.411,14.867
10.307,5.498
3.763,5.228
6.254,-0.362
4.368,7.748
14.928,9.024
14.27,9.141
14.625,8.309
10.624,13.742
-5.597,8.116
8.475,13.304
13.097,-0.434
9.295,14.739
5.896,-0.635
14.052,9.755
4.95,5.126
4.752,8.544
11.418,14.91
13.212,-1.586
5.038,8.437
-4.598,8.881
-1.612,4.927
-4.402,8.435
15.107,9.5
-5.931,9.094
9.189,5.928
4.52,4.869
9.911,11.831
6.515,-1.354
-5.811,7.591
-1.032,5.426
13.102,-0.224
3.724,4.817
5.858,-0.329
-1.343,4.119
4.406,4.751
7.994,5.818
11.427,14.947
-1.542,6.048
5.019,8.475
13.976,10.401
-1.678,4.216
5.018,4.709
15.467,9.383
10.271,13.999
9.328,5.549
-5.366,8.526
10.935,10.593
5.202,8.834
-6.332,8.481
-0.683,3.792
14.271,0.604
4.562,5.585
5.915,-0.378
12.347,-1.525
3.722,4.889
10.686,13.525
11.384,14.776
7.863,5.972
5.032,8.42
7.763,-0.348
-1.529,4.644
4.412,8.39
15.119,9.342
4.838,6.221
9.914,5.251
10.025,12.736
10.717,10.813
10.085,-4.356
5.047,7.985
9.222,5.1
15.067,9.333
15.476,11.135
15.39,10.018
5.904,-0.189
14.884,8.686
-0.375,3.08
-6.078,8.404
10.227,-4.098
11.157,14.613
-5.187,8.526
-6.267,8.569
8.033,5.78
4.005,4.27
7.392,-0.838
13.218,-0.517
11.937,-2.695
9.293,5.517
-4.676,8.36
10.942,11.076
10.018,14.195
6.016,-0.363
11.274,14.118
13.43,0.195
10.892,14.478
9.493,5.741
-1.469,4.194
-1.458,3.333
6.817,9.094
5.367,8.841
10.401,14.078
11.304,14.646
5.709,9.576
15.473,10.111
4.792,5.953
3.93,4.232
-4.15,7.604
11.444,14.853
10.556,10.955
12.122,-1.799
13.871,9.526
9.272,5.744
8.121,5.236
-1.299,4.378
14.611,9.585
10.857,11.258
9.465,4.998
13.495,-0.419
4.702,7.859
11.179,15.086
-1.324,5.541
6.305,8.896
7.008,-0.613
5.363,8.586
11.365,13.697
-1.741,4.334
11.753,11.072
-6.157,8.618
10.719,13.605
13.546,-0.251
9.497,13.151
3.81,4.621
7.543,5.573
-1.683,4.079
11.416,14.782
11.199,14.583
9.855,14.724
9.426,5.538
9.501,12.759
10.1,11.918
6.669,-1.458
9.733,5.451
10.913,-3.831
6.662,8.927
3.734,5.533
5.876,-0.674
-0.428,3.25
12.018,-2.353
14.287,10.929
-5.843,8.248
4.925,9.09
15.224,9.463
-6.58,7.891
5.976,-0.758
5.056,-0.998
5.216,8.38
9.14,4.656
5.274,8.422
-1.032,4.814
-1.711,4.312
15.236,9.825
-1.755,4.16
-1.62,6.05
-1.741,4.219
5.313,-0.472
4.013,3.975
11.447,14.22
4.983,4.382
8.968,5.511
4.426,4.617
9.926,5.236
13.416,-0.79
-4.584,8.535
15.528,9.463
-0.573,4.029
5.998,-0.732
3.928,5.958
6.579,-0.091
5.973,-1.444
15.132,9.134
10.191,12.093
5.508,-0.611
4.138,8.052
4.739,4.397
-1.741,5.782
-1.614,4.403
10.462,14.419
9.68,5.456
7.474,-0.571
5.204,8.432
14.939,9.604
13.583,-0.23
4.889,6.241
11.264,15.26
-4.797,8.985
11.181,10.48
4.435,7.46
-6.312,8.403
11.369,-3.788
4.443,7.705
5.319,5.152
-6.109,8.598
10.185,14.708
-1.486,4.886
9.81,-4.518
9.21,5.848
-1.198,2.513
9.433,5.718
14.469,9.121
-5.223,8.362
5.194,9.276
9.244,5.762
10.729,4.795
6.021,-0.37
8.123,5.529
4.764,5.715
4.808,8.056
9.522,12.012
13.986,10.651
11.545,14.486
14.29,10.301
4.211,4.361
14.082,10.424
15.327,9.025
-4.82,7.58
14.294,0.66
-1.231,5.878
14.819,8.4
7.643,-0.452
-1.159,4.712
8.177,5.834
10.929,11.32
-0.402,3.174
11.181,14.597
4.749,7.597
6.08,-0.47
8.705,5.351
10.66,10.976
10.579,-3.556
10.758,10.999
-4.525,7.886
5.653,-1.085
9.817,12.792
-6.075,7.231
-0.493,3.311
9.453,5.698
12.949,-0.685
5.062,8.484
-5.745,8.941
-6.259,8.541
11.726,15.211
11.5,14.402
-0.714,3.557
10.77,11.035
13.879,0.565
11.455,14.47
15.439,9.298
-5.34,8.435
-1.07,4.636
15.43,10.107
3.782,7.446
13.519,0.305
3.536,5.646
4.012,4.105
3.695,7.711
5.561,-0.614
15.4,11.582
10.814,10.994
10.851,11.414
-5.165,7.713
-1.649,6.422
12.235,-1.565
4.53,7.716
6.819,-0.539
11.266,-2.774
5.534,4.926
9.963,5.023
10.174,14.055
12.286,-2.116
6.144,8.819
8.135,5.276
-0.569,3.756
13.227,-0.804
14.61,10.227
-5.026,8.085
8.535,4.867
-0.623,3.728
11.088,11.722
7.833,5.635
-5.059,8.462
8.55,12.998
12.634,-2.272
9.063,12.894
6.87,-0.61
8.526,6.056
4.989,5.502
-1.001,5.668
11.381,14.276
-0.35,3.855
6.247,8.876
14.883,8.647
-1.112,2.901
-4.905,9.204
14.973,9.592
7.507,-0.629
8.204,5.191
5.561,-0.812
11.4,11.235
-4.563,8.612
-5.875,8.286
5.604,9.088
13.112,-0.223
6.995,-1.229
7.005,-0.75
8.435,5.337
4.991,4.884
15.124,11.158
-0.853,3.164
7.616,-0.725
14.243,8.692
9.827,12.94
8.913,4.818
5.45,5.849
11.5,11.438
10.662,-3.541
8.739,5.652
-1.687,6.477
11.316,14.218
7.704,-1.138
-5.788,8.324
6.997,5.792
-5.24,8.439
4.724,6.112
14.485,9.26
-4.741,7.215
7.389,-0.724
15.199,8.936
11.564,14.919
3.966,5.088
6.828,-0.495
9.553,12.645
-0.903,3.999
-4.727,8.474
5.696,8.618
5.362,-1.618
6.573,8.666
10.327,13.92
4.585,5.193
4.199,8.211
15.056,9.611
-0.966,3.527
9.548,5.031
10.723,-3.9
-0.934,4.577
-5.786,6.785
-0.538,2.912
4.819,8.797
11.361,14.273
12.204,-1.504
5.044,5.541
6.359,8.994
6.782,-0.506
14.129,9.397
-0.779,3.684
7.208,-0.299
-0.466,3.003
11.49,11.275
11.494,13.974
11.295,-2.872
11.281,14.246
-0.496,4.355
5.149,4.842
3.737,5.88
9.437,4.924
6.255,-0.516
8.814,4.887
14.591,9.591
5.082,4.711
6.098,8.922
-5.535,8.425
9.882,12.515
13.361,-1.472
10.882,11.634
11.312,14.572
10.446,-4.123
14.669,8.934
15.761,11.496
9.284,5.206
12.515,-1.322
-5.312,7.577
10.814,12.135
5.211,5.08
9.78,14.707
13.731,-0.961
11.304,12.202
11.588,11.44
14.159,10.197
-4.983,7.192
9.528,14.723
6.173,8.869
9.208,14.763
11.181,14.284
8.094,-0.81
13.404,-1.439
8.721,5.119
11.45,11.488
4.927,5.766
12.545,-2.187
-5.471,7.716
6.825,-0.542
5.218,-0.663
15.654,10.728
9.554,14.559
-5.489,7.612
6.657,0.401
13.064,-1.925
11.513,-2.921
5.345,4.726
6.912,0.049
8.699,4.904
9.326,12.266
6.912,-0.715
11.983,14.272
11.534,11.627
14.57,10.038
6.806,-0.5
-0.505,3.645
14.564,9.153
11.886,-3.124
14.972,10.284
9.254,14.733
12.05,10.59
15.08,11.658
11.504,11.305
8.315,5.195
-5.413,6.857
10.102,14.985
11.828,14.331
7.655,-0.91
6.599,-0.525
-1.337,5.076
5.983,8.677
6.375,-1.275
9.238,5.053
3.744,6.781
-0.99,3.754
7.456,5.632
6.773,9.014
10.138,12.595
6.089,8.797
3.694,5.885
11.324,11.445
11.276,-3.672
11.202,11.027
-5.437,6.936
13.391,0.21
-1.741,3.84
13.693,-0.671
8.052,-0.791
6.326,8.989
9.372,14.807
14.378,9.254
9.18,12.904
-0.869,2.816
4.756,8.95
8.92,4.763
4.855,8.621
6.817,-0.478
12.577,-1.838
10.959,11.353
9.388,14.29
11.32,-2.578
12.803,-1.168
5.335,5.078
12.264,-2.839
6.819,-0.548
-0.56,4.249
4.759,5.423
-0.877,4.385
11.183,14.274
6.929,-0.383
5.191,4.971
5.02,5.373
13.34,0.146
12.575,-1.815
11.81,10.889
5.538,5.01
-5.662,7.682
-1.319,5.578
10.851,11.224
9.078,5.13
6.027,8.713
9.693,4.602
-0.975,3.443
13.959,8.878
5.079,5.195
11.748,-3.647
-1.129,2.78
6.712,0.162
8.681,4.804
6.987,-0.267
14.709,9.176
4.833,4.548
-5.322,7.279
-1.302,5.681
12.479,-2.288
9.603,13.046
-5.378,7.337
8.621,13.395
6.132,8.838
-1.503,3.841
8.847,4.769
-4.37,7.066
6.395,-0.494
4.691,5.878
14.323,9.207
5.772,9.385
14.428,9.177
11.863,-3.042
-6.098,8.095
11.315,12.333
13.254,-0.894
14.449,8.111
6.712,-1.057
15.176,11.468
5.043,4.765
6.356,9.221
11.711,14.742
15.406,10.783
6.22,9.369
3.594,7.126
-1.747,3.743
3.963,7.639
14.994,8.935
8.886,14.905
9.432,4.814
11.291,15.397
10.687,10.934
4.459,6.271
-5.375,8.804
9.786,14.784
14.188,1.018
4.626,4.771
5.872,-0.995
5.982,-0.934
4.189,4.522
4.314,7.582
12.203,15.268
10.762,11.967
6.074,8.921
14.428,8.345
-1.734,4.422
-4.781,9.205
14.983,8.719
12.298,10.159
9.505,5.028
8.699,5.206
11.091,10.818
15.395,11.261
-6.209,8.601
13.854,8.77
14.179,0.876
10.36,-4.072
5.351,-0.974
11.438,15.256
4.903,4.56
7.922,5.949
15.188,8.709
10.247,12.003
9.695,4.953
11.921,-3.582
10.993,10.527
9.136,14.586
-5.754,7.498
6.779,9.177
10.845,11.073
13.228,-0.781
5.071,8.005
11.761,-2.184
5.248,9.211
7.266,-0.364
-1.532,3.646
8.964,4.916
11.385,10.706
5.254,5.917
9.998,4.948
11.153,12.144
10.875,11.106
9.784,14.481
9.809,4.987
9.271,5.305
15.449,9.027
5.622,5.47
15.073,9.056
4.59,5.444
3.946,6.126
9.898,12.897
6.425,9.084
10.614,-3.532
14.743,1.322
-0.285,3.742
-5.658,8.103
-0.89,4.548
5.764,-0.962
10.222,14.371
5.73,-0.936
14.989,10.772
14.135,8.818
4.654,8.594
9.36,4.795
9.899,12.415
6.15,-0.583
10.345,4.662
-6.105,8.565
9.83,-4.512
14.144,0.828
10.616,14.679
6.419,-1.086
-5.606,9.062
-1.452,3.683
5.655,8.529
4.408,4.27
11.859,10.998
4.779,4.459
4.099,8.131
14.759,8.7
5.188,5.191
4.375,4.795
14.246,8.577
4.842,4.46
9.055,5.661
11.801,15.474
7.521,-0.395
-0.955,2.645
4.643,5.976
-1.018,2.703
10.497,14.074
-1.155,2.574
9.099,4.753
13.223,-0.011
6.176,9.491
5.776,9.032
12.219,-2.385
-5.637,7.243
8.203,5.374
9.614,4.715
3.643,5.692
6.254,-0.962
5.092,4.863
-6.179,8.557
11.571,-3.786
14.247,1.06
-5.528,8.631
14.412,8.389
-0.936,2.533
-1.527,3.722
11.745,-2.017
4.073,5.433
9.221,5.253
6.561,-0.499
11.288,-3.431
13.546,0.418
9.415,4.837
14.411,8.91
4.666,6.263
4.054,4.755
11.51,11.294
13.09,-0.286
-0.996,5.118
3.986,4.892
6.567,-0.053
10.848,11.012
15.695,11.426
14.061,0.61
8.133,-0.762
14.947,9.192
6.412,9.178
-0.898,2.697
-1.073,4.604
9.821,4.879
-4.32,6.919
12.179,15.286
-0.865,4.047
4.277,5.403
-5.821,7.096
14.653,1.434
4.692,8.923
11.75,15.454
-0.495,4.551
4.391,5.024
-0.614,2.498
-1.351,3.535
12.057,-2.95
11.286,10.371
6.041,-1.378
-1.126,2.956
-1.167,4.484
14.199,1.114
-0.74,3.727
11.274,15.268
8.011,5.349
6.37,-1.28
9.631,12.484
6.699,0.253
3.829,5.61
15.064,9.679
-1.386,3.456
11.494,10.133
10.698,13.705
6.106,8.595
4.65,6.046
11.819,15.253
-4.828,7.523
9.779,5.168
-1.032,3.453
9.445,4.965
3.793,7.738
12.175,15.265
6.682,-0.173
10.989,11.017
5.486,4.792
-5.575,7.879
9.709,14.62
9.459,4.87
9.466,14.703
11.867,10.052
5.016,5.794
10.472,4.981
9.008,12.669
-6.317,8.077
5.337,9.439
3.689,4.261
10.616,13.98
12.327,15.263
5.734,-1.1
6.958,8.808
3.772,7.52
-1.617,3.33
7.541,5.723
14.743,8.288
5.026,4.253
5.586,-0.6
-0.65,3.778
10.448,12.079
4.219,5.099
11.771,-3.682
11.556,-2.178
-6.163,8.194
14.46,11.014
14.849,1.649
12.246,-2.468
5.43,-0.497
-1.644,5.273
3.682,4.053
11.261,14.293
12.313,15.208
7.153,-0.295
15.023,8.956
14.517,9.638
9.694,5.22
5.284,9.017
10.661,10.978
9.192,14.663
-6.004,8.598
4.874,5.892
14.896,1.749
8.924,12.975
5.346,-0.519
5.155,8.781
3.956,3.883
-1.557,6.281
12.33,15.267
8.11,5.619
6.889,8.776
4.481,5.382
-1.561,3.145
8.491,5.655
14.734,8.977
9.654,11.792
10.022,4.542
5.957,-0.792
9.857,11.678
6.533,-1.094
-5.848,7.658
8.538,6.027
8.887,5.513
8.579,12.888
14.49,8.444
11.076,14.435
9.193,5.167
11.883,-2.287
10.596,11.271
4.746,5.784
10.712,11.35
-0.627,2.617
-5.504,8.554
-0.388,3.229
14.773,1.438
10.165,12.155
12.336,14.556
-1.082,5.104
6.625,8.673
8.839,5.519
14.619,0.693
8.22,5.6
-1.608,3.764
-0.385,3.859
10.731,13.3
14.201,8.782
9.896,11.667
-1.329,5.533
-1.612,3.802
9.62,14.683
15.075,8.902
12.109,-2.341
3.649,4.774
-1.649,5.772
9.566,12.194
4.679,8.269
9.666,12.613
7.571,0.015
3.675,4.659
4.968,6.087
8.869,4.97
4.906,8.692
14.096,0.88
10.825,15.259
5.616,-0.576
3.849,5.444
10.459,11.397
-1.067,4.591
-1.441,4.185
9.883,15.084
3.583,4.18
4.635,8.766
6.023,8.585
9.479,12.898
-5.748,8.557
11.397,-3.624
7.069,9.011
4.281,7.503
12.2,15.196
-4.897,9.129
3.598,4.22
13.082,-1.021
12.015,15.166
7.504,-1.068
13.997,9.077
9.722,14.441
14.29,9.826
-0.386,3.152
10.638,11.58
11.036,13.205
12.94,-0.66
14.404,9.762
12.05,14.833
10.615,11.619
3.652,4.567
10.078,4.559
15.351,9.257
10.06,12.731
-1.101,2.871
14.915,11.291
5.441,-0.46
4.147,5.704
14.614,0.622
8.327,4.872
7.099,9.023
-5.539,8.484
7.101,9.041
12.011,14.183
-5.922,8.208
5.95,-0.972
7.08,8.986
5.599,9.619
-5.323,7.628
7.334,-0.967
8.792,4.885
6.682,-0.995
12.098,14.75
15.11,10.128
-0.639,3.093
3.788,6.058
15.019,9.929
11.822,10.566
-4.997,7.714
7.489,-0.498
8.915,12.69
8.973,5.13
12.095,14.419
8.407,13.29
9.674,5.024
-4.924,9.305
14.703,1.184
8.462,5.758
5.311,-0.577
9.683,5.198
5.457,-0.47
4.691,8.68
3.698,4.376
14.558,10.059
14.023,-0.048
-1.223,5.762
3.832,4.176
9.3,5.046
-1.292,4.931
6.177,-1.532
12.09,14.813
4.419,7.909
10.156,11.228
14.166,11.007
-0.807,2.545
-4.762,9.174
6.718,8.759
5.052,5.601
13.612,0.322
8.007,5.325
10.224,11.553
9.825,4.852
9.165,5.442
8.882,4.665
14.02,0.871
6.256,-1.123
14.63,0.702
4.031,6.176
7.132,9.0
10.63,12.434
-5.926,8.56
7.965,-0.373
10.778,13.381
4.724,5.351
15.558,9.784
4.537,8.561
9.227,5.087
10.633,12.362
-1.585,3.929
-1.457,5.043
-1.165,3.41
4.661,5.177
8.921,5.204
15.04,10.412
5.42,-0.478
11.078,-3.733
8.973,4.86
5.857,-1.217
12.216,14.618
8.082,-0.763
12.241,14.99
11.292,14.135
5.45,-0.477
9.556,14.328
5.306,-0.579
9.393,14.804
8.938,5.315
15.493,11.216
-5.666,8.549
11.77,14.381
-5.483,9.122
9.776,12.738
10.465,-4.097
15.347,10.646
5.743,-1.491
-0.685,2.629
3.756,5.917
6.804,-0.466
9.455,14.177
-5.645,8.58
4.864,9.127
14.28,8.141
-1.047,5.668
-4.684,6.752
-5.074,9.33
8.831,5.887
10.605,-3.773
5.399,-1.611
7.588,-0.774
10.367,14.081
4.991,5.77
12.007,-3.322
10.066,13.979
10.061,12.697
4.276,7.99
8.909,6.161
-0.973,5.574
5.067,5.994
15.118,11.157
5.77,-1.575
9.597,5.118
10.596,14.003
-5.448,9.051
11.127,14.873
11.868,-3.563
5.826,-1.624
14.39,9.732
8.881,13.127
-1.314,5.796
14.246,9.328
15.374,11.458
5.155,5.362
9.252,5.395
4.09,5.382
9.087,12.989
-1.795,3.646
-5.478,9.053
-1.535,3.938
6.042,-1.669
10.085,14.049
10.75,-4.283
5.208,8.608
-1.592,6.335
14.622,9.737
4.336,7.754
10.142,11.863
9.129,12.888
-4.889,9.36
3.655,5.029
14.475,10.499
-0.242,3.857
4.816,8.13
-5.376,9.287
7.25,-0.852
14.793,10.894
11.198,14.374
11.149,-3.614
12.07,-3.202
11.237,-3.625
5.135,5.466
4.206,7.209
12.608,-1.088
4.224,6.473
6.685,-1.104
-5.463,9.123
4.088,5.526
14.862,11.339
5.706,9.561
9.99,12.702
-1.155,3.933
-1.359,5.955
3.962,4.214
11.247,-4.0
5.829,-1.579
-0.994,5.341
4.63,7.603
14.674,11.256
3.701,7.474
10.131,13.804
9.895,12.379
9.784,12.87
6.034,-0.576
4.422,7.905
6.414,9.331
14.94,11.379
6.113,9.056
9.782,12.873
9.842,14.227
9.028,5.576
15.347,9.695
4.012,7.4
13.62,-1.113
-1.557,6.271
8.585,5.083
5.818,-1.626
13.965,9.333
9.55,14.159
3.72,5.107
7.014,5.795
4.213,7.18
10.471,-3.63
8.803,5.895
5.704,9.591
7.471,-0.288
9.522,12.819
14.768,9.179
6.107,-1.589
11.402,-2.557
6.077,-1.527
9.55,14.134
8.914,5.501
12.022,-2.391
-4.847,9.197
9.161,4.729
-1.496,6.203
5.045,6.079
9.726,13.993
12.197,-1.477
4.045,5.534
5.029,5.485
3.799,6.054
8.768,5.585
10.734,-3.228
6.412,-1.192
5.972,-1.567
14.454,8.651
9.593,13.937
9.832,15.101
10.289,-3.904
5.328,5.875
9.015,12.679
7.77,-0.324
-1.326,5.892
9.883,14.239
9.843,12.855
-4.994,8.864
4.169,4.869
9.845,5.379
10.492,13.843
6.779,-0.895
-4.166,7.743
11.453,13.396
4.666,6.079
11.515,-3.508
8.602,12.873
4.239,5.41
-5.603,9.296
10.606,12.395
6.555,0.26
-4.713,8.444
15.62,11.645
4.63,4.863
10.726,-3.535
6.128,-1.439
11.163,-3.977
4.435,7.975
-4.631,8.919
10.107,11.915
15.688,11.581
-0.744,3.297
-1.413,5.991
7.755,-0.587
6.023,-1.537
11.422,-3.698
6.277,-1.43
8.207,5.165
15.356,11.421
12.851,-1.105
-1.538,4.834
-1.528,6.145
-4.622,8.5
-5.0,9.142
-0.857,4.412
-0.48,3.19
9.465,12.338
8.584,13.213
10.802,14.016
14.054,10.461
9.591,5.021
-5.547,8.647
10.369,14.034
9.564,12.382
4.938,6.098
4.843,6.196
4.582,6.41
3.832,6.102
14.332,10.979
14.577,10.228
8.713,5.583
7.69,-0.314
-4.448,8.11
6.198,9.367
4.19,8.107
4.023,5.118
9.657,5.154
10.226,12.093
3.83,5.669
7.048,9.208
-4.873,7.992
14.947,10.19
-1.278,5.517
-4.638,8.363
9.461,4.842
8.714,5.017
4.943,5.299
11.606,10.446
15.303,11.001
-5.436,8.972
8.619,5.021
10.597,-3.407
4.375,8.468
4.282,5.555
12.212,-1.468
7.182,5.757
6.926,5.755
10.798,13.432
-5.481,8.605
-1.552,5.405
13.554,-0.247
3.871,7.981
7.214,-0.028
12.881,-1.043
3.665,5.419
3.886,5.2
11.431,14.885
11.106,-4.101
15.257,9.081
13.9,10.031
10.656,4.796
9.968,15.169
11.587,10.229
-4.491,8.913
-6.298,8.283
5.284,9.291
14.658,0.442
13.133,-0.211
6.423,0.285
-5.154,8.244
4.019,5.319
3.786,5.978
10.672,14.896
9.109,12.73
6.697,8.997
5.857,9.349
-1.561,4.913
-5.817,8.974
15.561,10.334
10.994,11.495
10.813,4.918
5.383,5.725
11.185,10.528
-4.285,7.976
-5.557,8.621
5.617,-1.563
14.288,0.379
15.41,11.294
5.853,-0.326
11.782,11.461
3.887,5.414
7.711,-0.261
11.037,15.233
9.35,5.486
15.454,8.802
14.402,8.662
10.794,4.918
11.748,11.198
11.954,9.908
9.862,4.645
15.593,9.616
8.748,5.142
5.142,-1.003
7.723,6.191
11.596,10.445
-5.15,8.099
11.615,10.45
14.934,1.732
10.693,4.939
13.8,10.186
11.88,15.42
3.929,5.422
-5.637,8.541
-1.529,6.214
3.784,4.179
-4.539,8.974
4.971,8.961
3.782,4.991
12.046,15.213
9.036,14.98
3.674,4.996
5.085,5.421
3.856,4.523
5.737,-1.742
12.277,15.209
9.04,14.865
-1.683,4.166
11.861,-3.082
-0.898,3.365
-1.007,5.495
5.279,9.122
6.685,-0.363
5.397,8.278
8.939,4.966
14.594,0.664
-0.762,3.702
14.421,8.462
6.462,-1.524
10.481,5.301
-5.764,7.7
11.482,15.314
10.348,13.08
5.964,9.084
14.313,10.204
15.12,8.457
5.279,9.103
3.727,5.424
-4.149,7.309
6.34,9.233
9.848,12.123
5.193,-0.749
9.638,14.664
4.043,5.347
10.479,-3.605
-1.429,3.557
4.057,8.291
-1.581,3.851
6.045,-1.686
15.093,8.455
11.522,-3.57
15.261,9.295
6.463,9.103
-5.831,8.532
14.538,8.381
14.428,0.621
10.894,13.922
-5.173,7.491
3.935,5.972
14.479,1.33
-4.448,8.258
-1.697,3.778
9.231,14.319
3.911,4.536
4.707,5.856
14.079,0.938
5.44,8.844
11.45,15.297
4.994,8.106
15.187,9.015
-4.55,7.802
3.629,4.91
-6.063,7.677
10.546,4.949
9.632,15.03
-0.974,3.389
4.993,6.141
6.254,-0.139
10.468,-3.825
6.629,-1.084
5.891,9.356
6.964,9.146
9.836,12.491
11.523,10.116
9.193,5.902
14.879,1.713
4.138,7.146
15.413,8.783
-0.473,2.577
11.831,9.904
4.912,8.255
14.988,8.467
15.233,10.135
11.862,10.031
15.242,9.153
11.822,9.992
7.524,-0.679
14.865,1.704
10.553,-3.703
-6.499,8.235
10.14,13.923
10.824,4.877
4.873,4.35
11.527,10.187
-1.11,5.547
4.061,3.74
3.984,4.429
10.327,4.808
-1.017,5.386
11.688,15.075
6.462,9.059
-1.77,4.149
5.435,4.722
14.116,0.01
13.787,10.197
11.867,14.927
15.746,11.338
-5.748,6.998
-5.108,7.69
3.934,4.53
6.353,-1.351
-1.612,3.839
11.826,10.46
11.26,15.274
5.68,5.192
10.715,4.901
7.507,5.548
14.804,1.28
5.301,4.412
4.039,5.203
-4.675,9.201
14.81,1.339
9.594,14.344
-5.751,8.062
6.436,-0.199
11.166,10.5
11.443,-2.12
-1.038,2.525
15.296,11.254
12.484,-2.631
8.578,5.569
5.611,-1.288
